household_id,kwh_usage_fridge,kwh_usage_heater,kwh_usage_AC,kwh_usage_washer,kwh_usage_dryer,kwh_usage_oven,kwh_usage_microwave,kwh_usage_TV,kwh_usage_computer,kwh_usage_lighting
H2569,63.45,62.14,115.75,167.25,170.99,176.86,229.02,126.52,79.6,88.68
H2570,254.96,190.03,292.33,137.04,202.12,219.76,63.89,55.06,146.71,225.89
H2571,34.08,10.64,147.69,28.48,108.04,138.77,240.59,141.44,144.22,64.38
H2572,215.61,11.48,36.19,286.22,189.5,284.97,270.15,86.86,182.81,91.35
H2573,114.36,279.2,51.59,88.04,58.93,83.56,143.61,239.35,70.41,196.79
H2574,228.35,288.01,254.24,126.2,115.2,152.79,268.71,258.32,285.47,173.95
H2575,19.16,178.84,47.91,189.18,137.24,18.33,217.34,211.44,137.74,129.06
H2576,209.09,78.54,144.0,44.83,117.8,169.33,205.92,139.52,110.27,256.68
H2577,227.53,121.22,105.37,266.21,16.04,248.75,125.52,168.58,57.1,203.23
H2578,261.22,34.13,263.13,45.74,256.83,271.0,100.72,282.63,119.6,184.24
H2579,189.04,140.55,211.94,100.34,106.53,58.84,34.83,73.97,278.87,28.81
H2580,286.28,97.94,70.55,110.24,16.6,135.18,37.32,112.17,159.19,281.25
H2581,174.75,136.22,222.39,118.28,86.45,193.27,163.59,81.99,60.41,288.2
H2582,40.6,155.33,149.39,259.48,184.06,218.8,101.96,14.2,79.9,276.05
H2583,144.22,276.73,292.46,298.57,243.68,132.99,76.1,161.17,58.93,40.0
H2584,31.2,82.82,261.04,186.88,33.18,212.81,273.97,251.75,123.35,41.76
H2585,118.47,42.57,101.17,212.64,35.06,26.96,121.73,280.85,283.54,20.49
H2586,46.78,164.77,155.91,100.83,124.48,223.33,116.17,56.5,191.42,74.27
H2587,104.93,286.19,210.78,52.78,75.03,40.42,135.86,226.43,54.92,24.4
H2588,230.42,222.83,282.48,34.76,137.34,59.5,100.52,123.7,194.52,284.95
H2589,121.5,182.79,126.77,134.53,243.17,55.85,64.45,62.31,278.4,180.01
H2590,127.82,219.2,270.48,150.84,258.93,132.24,177.12,150.82,248.25,66.46
H2591,220.76,63.22,34.25,217.82,221.8,63.8,237.73,153.29,267.05,74.05
H2592,175.13,45.12,88.94,77.53,175.69,244.01,154.93,138.83,206.33,86.85
H2593,123.77,25.37,51.26,90.44,254.76,227.96,70.61,32.97,160.88,233.77
H2594,65.15,12.14,200.8,255.21,150.5,85.04,23.38,109.62,122.18,188.6
H2595,276.84,138.25,87.33,101.11,160.43,133.18,156.03,48.96,244.11,194.17
H2596,101.52,225.28,47.21,18.91,216.75,268.85,21.15,168.18,154.07,89.07
H2597,228.79,111.43,209.09,60.34,124.78,262.07,265.6,104.21,268.49,35.99
H2598,138.74,258.55,123.68,57.54,197.37,73.13,64.13,117.29,137.15,229.45
H2599,217.71,78.0,81.74,83.65,105.64,149.92,98.35,110.25,219.35,182.11
H2600,168.52,151.21,24.25,245.94,204.33,233.58,61.94,91.84,284.1,222.27
H2601,192.48,88.71,226.42,231.86,33.24,136.09,68.05,115.52,55.19,72.24
H2602,122.51,124.84,277.55,233.92,90.09,205.19,24.58,15.06,126.8,173.61
H2603,179.25,250.72,80.88,253.35,12.25,120.59,31.54,16.09,165.09,247.35
H2604,129.34,56.77,146.18,182.27,20.64,10.31,248.56,190.0,76.17,154.22
H2605,183.82,127.77,125.92,108.79,120.76,201.03,48.48,137.59,46.87,208.89
H2606,10.66,105.2,204.62,124.8,17.11,120.7,196.33,16.81,176.7,243.69
H2607,110.29,193.74,273.11,71.29,81.89,261.32,255.51,111.23,254.33,198.25
H2608,203.37,297.17,287.99,32.03,238.1,236.2,34.04,180.0,278.45,135.5
H2609,271.25,91.37,76.38,61.04,18.12,147.59,135.57,142.29,181.75,133.46
H2610,111.58,156.99,106.99,34.61,203.79,74.24,219.67,253.6,183.85,196.23
H2611,271.11,220.22,85.64,157.58,52.15,194.63,233.81,131.65,225.14,13.02
H2612,79.18,177.6,93.12,101.51,82.06,207.52,101.03,293.14,112.0,176.03
H2613,294.82,65.71,232.09,244.06,253.39,12.25,250.44,155.92,82.82,50.73
H2614,48.77,69.12,98.2,251.63,120.81,121.61,186.17,85.57,263.31,31.64
H2615,45.69,292.68,118.95,76.82,284.57,254.57,48.6,77.7,93.71,78.21
H2616,119.26,231.93,35.62,44.15,186.0,233.33,265.68,75.38,200.65,130.6
H2617,57.99,101.25,68.88,231.35,65.56,299.69,44.31,190.95,127.7,135.75
H2618,259.3,298.08,250.08,272.45,103.32,293.68,194.83,141.6,60.67,210.28
H2619,204.42,36.45,132.95,69.18,244.6,52.64,256.42,33.06,125.6,170.26
H2620,99.88,184.04,152.9,174.68,74.36,205.42,95.67,256.87,286.62,212.5
H2621,89.22,217.27,61.86,238.11,117.87,92.32,127.91,114.55,188.4,224.82
H2622,258.6,202.46,38.86,108.46,276.18,65.06,27.55,106.08,81.48,195.54
H2623,62.19,239.25,213.57,15.01,268.62,209.02,207.49,47.07,283.06,101.24
H2624,227.6,90.35,296.99,217.0,286.72,81.56,56.1,245.72,186.88,48.89
H2625,171.2,183.53,280.77,183.15,141.01,79.07,261.88,147.69,256.39,118.18
H2626,164.77,209.77,108.32,92.52,77.8,141.23,295.6,230.91,61.02,291.48
H2627,123.05,109.76,68.29,26.84,123.46,15.95,19.68,84.7,164.55,203.66
H2628,274.28,271.36,189.27,241.34,105.36,184.46,59.3,115.68,45.74,136.16
H2629,75.4,261.96,253.83,120.1,286.93,181.32,69.32,181.42,125.26,256.76
H2630,284.12,170.63,167.66,249.3,207.64,189.69,155.4,68.61,268.83,236.62
H2631,78.05,202.57,298.17,191.65,103.87,105.18,151.31,121.25,69.93,18.96
H2632,296.18,32.13,63.54,143.1,25.16,259.26,176.06,228.24,152.61,102.58
H2633,233.42,102.25,31.19,227.64,55.25,284.79,284.86,113.2,12.99,248.84
H2634,270.71,209.99,232.91,133.25,240.44,293.47,266.42,177.56,152.23,187.77
H2635,159.03,34.55,158.06,17.23,291.62,32.63,23.31,164.98,220.22,197.45
H2636,39.83,37.05,55.46,225.61,87.41,45.2,142.31,123.91,238.82,280.6
H2637,129.36,281.21,217.38,227.93,212.11,269.28,220.39,180.37,71.44,277.76
H2638,150.7,91.51,90.21,136.37,131.96,39.43,261.86,18.73,261.52,184.06
H2639,164.69,61.15,153.26,115.22,182.67,110.65,281.68,273.74,179.7,55.23
H2640,88.68,275.09,192.36,209.65,234.9,156.82,255.22,228.29,165.66,81.56
H2641,247.3,50.77,133.24,74.5,163.74,187.98,199.64,159.49,144.39,212.43
H2642,132.85,20.02,272.5,135.5,69.01,174.33,194.33,146.51,290.39,99.72
H2643,45.12,164.93,129.12,157.34,227.45,85.1,224.84,92.91,111.16,114.89
H2644,145.31,207.2,15.53,158.23,237.74,195.87,90.89,218.41,216.61,216.81
H2645,67.74,217.58,88.82,234.23,88.69,21.34,268.92,196.44,98.98,222.32
H2646,136.59,162.64,276.05,210.26,259.43,275.4,277.67,37.8,47.82,126.73
H2647,139.91,218.33,214.78,260.37,106.14,273.0,119.4,244.68,72.82,230.03
H2648,201.8,287.96,157.97,277.26,197.13,62.44,221.59,208.33,96.73,213.09
H2649,247.7,203.6,86.63,16.21,68.61,201.16,28.98,233.4,233.87,143.75
H2650,104.68,68.73,18.79,269.49,192.38,261.38,241.02,257.79,225.14,191.34
H2651,76.08,52.41,133.11,42.31,251.37,159.79,240.13,179.64,170.19,233.34
H2652,230.21,294.28,21.26,87.99,106.42,297.35,138.89,186.37,77.97,269.69
H2653,115.27,289.12,18.22,88.51,172.3,224.08,77.33,251.56,146.31,50.99
H2654,87.62,205.3,174.12,28.97,11.26,68.71,242.89,11.54,270.62,146.89
H2655,193.56,11.73,229.64,276.26,233.08,61.35,177.6,229.78,204.37,204.42
H2656,89.15,17.6,121.84,81.13,104.88,39.28,91.36,275.35,152.95,277.81
H2657,190.04,190.74,51.04,147.47,210.66,20.07,250.38,53.38,97.46,241.29
H2658,158.54,260.85,272.39,125.59,64.26,64.87,182.55,146.79,125.74,209.25
H2659,125.92,36.88,108.73,255.6,180.36,157.13,242.05,85.58,281.38,243.82
H2660,236.72,57.42,22.09,129.66,40.1,255.16,10.91,267.92,209.09,265.16
H2661,242.32,246.12,261.63,64.21,95.92,285.2,167.49,214.48,299.84,251.15
H2662,66.81,22.33,25.27,175.99,105.74,207.14,240.02,144.3,31.63,59.68
H2663,226.01,112.17,63.09,187.43,232.63,113.61,62.51,16.72,168.76,79.76
H2664,207.04,187.18,214.42,228.36,239.03,274.49,194.31,79.95,87.79,295.79
H2665,218.4,80.86,88.0,162.37,46.49,295.84,151.53,156.11,118.67,273.97
H2666,166.39,187.98,22.71,139.04,260.71,272.38,286.85,83.66,166.47,177.67
H2667,259.81,237.56,45.87,89.6,193.31,225.88,90.56,133.44,249.02,29.35
H2668,288.69,59.17,226.41,221.55,246.52,239.3,225.75,220.9,45.39,19.85
H2669,62.55,149.59,103.5,55.65,42.3,42.82,105.72,163.9,13.09,279.26
H2670,73.31,25.06,115.13,85.18,56.66,254.8,45.77,153.25,197.02,123.74
H2671,32.11,268.01,107.41,235.28,265.66,160.64,32.95,12.52,257.22,156.06
H2672,178.57,288.29,226.74,79.3,289.95,176.12,32.24,26.61,143.63,234.34
H2673,284.1,77.8,20.17,262.91,167.64,291.77,156.39,94.48,109.15,170.65
H2674,75.27,56.69,97.39,81.32,201.04,167.21,175.07,22.31,109.27,296.48
H2675,119.22,171.13,190.93,59.16,145.98,77.99,93.52,27.81,138.37,179.68
H2676,222.23,86.44,251.59,266.18,248.83,254.61,12.73,80.0,132.23,67.08
H2677,210.93,236.52,10.47,232.7,209.53,73.31,215.5,39.57,11.85,69.36
H2678,124.49,299.07,115.01,170.69,96.07,289.18,144.94,193.87,111.95,210.14
H2679,168.36,272.9,222.47,248.49,101.35,227.73,69.67,110.35,20.08,68.75
H2680,76.41,268.72,256.33,204.2,214.16,193.99,159.71,223.79,107.05,152.72
H2681,149.06,147.15,238.58,150.42,78.18,262.76,299.87,42.26,292.47,243.98
H2682,232.73,287.68,108.02,254.75,159.37,36.58,120.85,55.71,285.84,280.8
H2683,218.13,172.74,239.46,41.08,272.24,227.95,229.46,178.95,161.74,292.37
H2684,166.93,177.19,176.92,248.09,100.97,88.22,58.86,100.33,92.83,248.45
H2685,246.28,199.74,282.45,90.68,255.21,55.53,265.16,126.97,297.48,209.21
H2686,273.91,49.9,282.61,95.18,233.96,270.61,185.26,77.68,132.27,220.18
H2687,279.38,198.7,39.68,10.94,209.23,42.42,122.84,97.02,55.76,264.24
H2688,176.73,242.84,103.0,26.56,266.62,156.16,19.99,68.48,130.09,37.36
H2689,64.92,90.95,15.49,249.04,272.87,132.42,131.08,271.17,240.87,188.7
H2690,291.31,232.41,236.74,89.78,158.33,105.35,97.57,124.65,223.19,112.8
H2691,148.23,102.34,137.77,79.55,151.26,264.01,213.48,143.43,25.71,244.88
H2692,166.41,221.04,177.02,162.6,259.95,65.95,91.09,192.49,10.62,101.9
H2693,80.19,247.33,14.79,177.35,292.56,207.38,127.76,221.71,124.68,265.43
H2694,217.53,174.67,268.49,187.64,141.61,143.59,74.78,239.45,73.93,224.97
H2695,296.11,246.34,241.4,60.0,42.45,149.51,118.13,238.0,199.05,150.61
H2696,60.45,289.25,57.14,188.1,70.1,49.83,161.12,120.73,73.17,293.86
H2697,46.77,72.6,134.4,97.38,281.59,272.19,210.03,42.06,97.37,125.91
H2698,120.2,89.47,235.35,39.33,156.95,138.25,109.87,189.46,105.11,245.6
H2699,297.01,270.3,49.69,235.82,19.86,79.61,136.9,112.52,221.68,71.99
H2700,64.93,59.24,249.96,186.39,119.78,136.21,60.18,222.24,261.85,27.54
H2701,101.63,131.86,231.74,57.45,153.9,65.76,192.64,271.29,215.89,47.41
H2702,57.89,175.4,241.09,200.01,236.64,95.64,286.1,113.01,172.5,51.12
H2703,93.05,76.31,97.4,67.44,190.75,26.61,56.79,284.44,271.73,14.13
H2704,292.18,146.71,123.1,208.36,86.71,184.58,170.73,144.1,46.74,95.25
H2705,253.12,253.28,217.04,51.85,281.78,279.44,292.1,152.7,78.56,279.34
H2706,189.11,282.53,123.01,197.54,120.7,176.54,234.24,130.62,213.92,181.47
H2707,12.04,217.04,241.37,266.51,24.92,276.37,76.81,256.18,179.0,267.15
H2708,236.75,242.83,37.33,258.21,271.22,113.56,264.97,82.71,246.64,151.11
H2709,207.06,45.31,59.28,117.34,127.02,91.9,213.25,158.16,250.04,137.07
H2710,46.16,25.08,230.08,299.37,94.61,61.97,238.75,251.6,254.57,139.28
H2711,88.86,243.89,223.7,29.99,166.16,141.16,65.4,232.47,127.99,164.01
H2712,159.29,169.98,210.16,89.32,174.13,226.42,241.04,198.14,243.32,125.3
H2713,121.75,237.82,39.51,110.57,225.04,37.26,114.95,173.17,263.68,280.96
H2714,22.2,77.19,100.84,131.1,181.23,102.45,98.13,239.51,242.19,190.88
H2715,197.7,82.72,182.46,156.75,60.96,288.66,257.44,111.18,16.3,217.42
H2716,278.62,50.19,169.45,119.94,121.84,71.33,194.01,59.13,245.01,156.17
H2717,35.27,208.31,96.54,218.7,139.98,171.32,28.71,120.52,212.94,264.11
H2718,17.29,133.28,275.78,202.77,18.43,28.81,204.84,200.71,223.36,132.62
H2719,281.77,180.88,275.9,255.2,269.18,242.07,115.01,117.97,17.86,232.55
H2720,114.63,118.21,98.55,121.46,277.58,35.0,89.96,31.83,126.68,80.15
H2721,121.05,148.55,61.04,151.51,33.27,242.11,175.27,117.15,270.02,240.91
H2722,286.42,246.77,39.52,153.28,39.9,246.45,216.01,99.22,35.33,92.22
H2723,101.19,291.43,262.8,139.15,241.44,96.87,56.81,89.22,50.6,170.36
H2724,133.77,205.51,289.09,52.33,277.11,26.03,13.79,290.51,81.65,11.47
H2725,284.37,13.0,106.57,192.16,32.04,101.35,299.31,271.86,268.75,19.49
H2726,31.11,245.07,29.99,243.49,244.41,202.41,66.84,97.8,163.1,136.76
H2727,173.04,73.46,121.08,208.53,234.88,82.77,101.72,80.8,12.18,20.1
H2728,66.78,248.48,64.99,240.65,13.29,25.57,149.85,141.55,110.85,282.44
H2729,150.36,104.89,116.89,78.11,65.96,160.41,255.14,46.63,152.2,29.76
H2730,126.95,41.62,27.58,187.37,72.3,214.86,101.09,178.59,130.24,267.97
H2731,220.08,212.7,287.47,66.7,63.95,228.61,87.15,171.01,298.11,135.09
H2732,22.04,67.6,231.09,54.15,96.87,179.05,51.29,261.81,259.14,164.15
H2733,216.99,24.7,272.05,57.86,164.93,158.63,266.77,203.22,165.59,40.53
H2734,88.17,267.05,224.65,52.12,20.5,187.65,16.09,252.3,39.52,217.88
H2735,284.8,70.29,166.94,279.61,106.15,167.73,123.65,65.53,136.56,162.33
H2736,13.36,185.86,285.0,215.13,228.92,54.74,229.28,164.05,221.44,273.32
H2737,283.54,289.45,53.97,166.58,39.65,215.54,257.67,130.33,256.4,140.82
H2738,143.86,267.16,184.28,240.56,104.8,164.96,256.22,17.18,291.09,243.8
H2739,208.94,292.51,182.19,234.78,109.46,127.23,142.31,231.31,102.24,126.99
H2740,100.46,80.68,183.11,257.33,159.29,194.89,121.2,24.31,211.35,118.93
H2741,139.66,45.64,280.03,228.29,198.79,200.09,150.63,164.25,146.63,223.24
H2742,248.78,123.1,262.42,97.94,92.03,147.7,69.52,24.3,196.28,54.98
H2743,224.59,55.03,248.76,96.72,86.8,110.74,135.01,76.82,132.12,114.15
H2744,173.23,224.3,121.42,272.1,45.49,98.88,120.74,147.09,201.81,110.74
H2745,138.58,64.35,55.86,116.71,174.79,291.33,154.93,265.6,128.27,53.73
H2746,162.74,162.35,169.74,12.29,211.55,172.62,194.93,134.84,297.08,217.44
H2747,87.05,28.22,281.67,174.66,230.11,15.37,38.99,209.17,77.29,27.84
H2748,235.95,13.2,30.67,53.26,213.74,115.05,139.55,193.23,35.16,67.17
H2749,148.0,161.79,140.74,243.01,260.93,207.93,232.15,253.74,80.83,297.38
H2750,68.16,280.89,167.07,152.8,43.31,112.16,274.51,266.67,37.07,78.71
H2751,268.29,28.9,283.14,89.11,59.15,36.35,230.1,81.65,77.39,50.7
H2752,138.1,99.05,96.41,215.26,21.76,171.12,246.59,183.31,230.86,228.3
H2753,176.95,171.48,262.26,214.65,108.97,140.65,60.68,33.34,49.31,204.34
H2754,242.64,185.23,227.67,17.98,248.11,243.6,22.93,244.88,142.67,134.08
H2755,47.58,157.72,211.67,256.32,183.66,91.16,61.96,71.35,239.15,28.82
H2756,228.7,34.89,14.61,70.24,217.5,37.25,212.61,249.89,50.83,34.71
H2757,132.29,13.01,59.62,21.21,58.49,290.62,32.94,258.88,91.96,290.18
H2758,155.44,55.8,55.56,52.86,138.44,182.71,211.9,195.13,186.09,168.19
H2759,137.15,241.17,99.86,94.06,112.38,121.36,111.08,224.56,168.91,222.78
H2760,30.94,100.95,212.26,110.61,68.95,133.32,211.11,73.02,249.31,234.31
H2761,285.82,196.99,142.1,101.15,290.27,295.85,298.7,55.18,235.45,215.15
H2762,208.5,89.82,49.7,276.55,76.72,12.05,135.52,235.28,274.46,292.01
H2763,242.41,216.87,239.96,170.27,66.44,105.49,15.67,227.26,20.09,255.53
H2764,219.6,153.99,245.21,248.73,221.9,248.84,208.98,174.19,42.66,283.14
H2765,73.22,188.48,121.69,238.84,66.15,166.08,237.34,193.96,157.54,194.61
H2766,156.34,105.56,261.99,249.03,136.88,21.78,195.12,60.32,120.21,187.03
H2767,163.26,145.26,292.56,234.98,88.87,176.9,237.57,259.46,176.76,60.16
H2768,53.86,198.06,28.48,250.3,165.96,48.22,184.6,127.12,36.6,126.54
H2769,264.91,131.08,34.42,24.8,277.21,70.8,184.1,267.59,160.16,17.16
H2770,29.65,37.89,245.13,170.16,110.16,287.85,142.38,231.37,267.7,119.98
H2771,284.39,128.76,50.81,237.99,286.86,105.49,63.2,43.04,71.03,135.84
H2772,220.75,188.79,51.46,179.1,236.02,133.45,206.64,122.55,11.04,68.15
H2773,83.87,288.77,17.09,29.37,45.59,96.82,169.19,184.66,189.79,216.16
H2774,136.21,298.45,225.74,259.04,257.13,103.82,58.73,67.83,156.02,79.92
H2775,21.54,109.97,202.22,273.56,30.03,62.44,67.39,162.14,255.53,225.45
H2776,286.14,152.57,159.49,61.24,63.89,104.51,103.32,209.12,296.47,93.58
H2777,88.12,123.83,104.79,272.5,80.43,170.58,205.51,245.32,263.25,257.64
H2778,298.16,252.18,264.54,243.74,197.42,268.4,193.19,65.17,246.93,268.56
H2779,186.33,58.33,178.76,150.36,231.06,23.21,148.44,93.49,238.17,121.81
H2780,276.91,110.34,81.82,92.86,64.37,144.2,56.6,103.11,234.07,39.52
H2781,65.81,42.48,278.78,146.81,90.25,22.55,159.87,148.27,77.31,175.5
H2782,293.97,15.49,248.61,75.82,10.37,180.36,217.84,185.79,270.74,106.07
H2783,235.03,187.22,274.34,136.11,28.84,30.76,257.62,17.18,72.15,175.55
H2784,120.17,75.01,248.42,65.14,26.84,290.09,142.03,259.5,147.79,84.46
H2785,167.82,142.68,182.35,165.78,87.27,26.67,150.86,199.67,104.94,245.47
H2786,188.65,56.85,52.96,37.38,117.89,192.98,166.42,215.9,243.77,100.42
H2787,100.14,209.98,286.23,296.19,10.41,296.02,283.53,202.8,89.34,187.74
H2788,122.26,57.79,127.59,171.99,53.45,47.25,179.97,67.5,101.19,211.15
H2789,38.97,93.24,272.3,133.8,212.82,296.63,225.07,204.19,176.65,103.78
H2790,11.75,235.21,299.33,164.21,43.25,231.24,242.78,149.48,204.84,123.68
H2791,210.97,265.14,142.33,104.51,40.9,53.45,15.29,78.95,118.29,201.27
H2792,195.86,167.8,156.43,112.69,95.61,299.03,271.84,40.81,139.9,147.01
H2793,286.06,29.81,181.55,33.54,110.57,283.73,163.22,222.19,191.27,276.19
H2794,138.7,22.13,101.55,129.43,172.4,14.53,152.61,88.41,245.88,70.81
H2795,37.21,242.23,126.38,109.38,129.04,281.51,235.2,228.97,110.04,297.19
H2796,167.83,291.3,133.42,23.74,283.37,204.95,272.73,189.84,57.65,46.76
H2797,22.82,291.05,230.91,232.09,16.05,87.41,137.79,61.6,299.17,237.06
H2798,211.11,89.82,25.56,265.19,211.21,197.94,285.03,188.24,253.47,169.89
H2799,141.29,120.95,172.08,214.78,249.7,105.84,288.51,237.14,147.37,272.3
H2800,228.63,258.52,72.4,291.2,171.98,142.08,278.09,150.83,286.65,205.57
H2801,128.1,267.55,60.64,189.16,205.7,83.57,11.47,133.34,130.77,226.75
H2802,220.27,271.19,37.07,87.98,112.12,195.88,29.24,43.64,213.06,256.41
H2803,179.28,120.92,265.28,254.92,228.18,114.81,165.97,207.43,243.95,39.5
H2804,68.68,176.56,276.15,236.37,46.66,270.94,225.57,36.91,168.33,38.04
H2805,239.92,298.31,14.19,283.73,97.37,34.74,162.3,138.66,254.33,85.09
H2806,132.99,59.79,68.99,181.65,275.61,229.58,69.05,86.29,260.77,185.59
H2807,133.03,251.08,248.07,150.25,160.81,250.66,229.67,118.74,212.1,53.9
H2808,41.06,188.44,267.99,242.43,166.41,172.63,63.67,296.98,181.14,37.1
H2809,67.51,177.61,204.89,283.9,279.56,22.72,26.28,90.37,199.0,234.08
H2810,240.5,263.55,68.02,65.73,93.95,167.65,74.08,299.6,279.42,98.12
H2811,225.16,284.57,164.81,187.09,268.25,204.19,25.56,15.7,291.03,33.21
H2812,96.51,252.33,196.68,279.81,280.56,286.74,161.76,154.64,49.79,113.8
H2813,233.9,136.85,196.2,111.35,21.71,268.51,285.51,126.14,56.02,182.91
H2814,259.95,236.8,192.93,131.91,180.32,94.1,271.26,54.46,125.3,185.49
H2815,249.91,221.15,209.51,272.48,90.63,221.49,204.23,199.89,126.65,37.81
H2816,113.79,116.74,231.22,13.85,212.07,288.36,271.09,178.39,176.44,58.75
H2817,73.9,211.47,55.77,32.77,115.33,185.5,107.77,94.94,266.81,190.59
H2818,54.67,286.36,264.72,131.94,53.59,292.26,135.05,252.54,169.78,149.61
H2819,79.76,89.28,148.88,124.63,178.55,161.19,123.67,22.56,151.97,233.61
H2820,79.47,142.54,197.53,197.66,205.98,279.85,173.35,86.97,198.39,255.26
H2821,89.36,95.17,109.57,29.89,185.1,69.52,263.56,190.05,188.0,10.17
H2822,237.87,240.34,112.58,263.32,162.96,293.63,164.62,295.86,260.6,256.1
H2823,154.27,10.13,80.36,107.19,36.56,201.46,43.28,104.04,262.21,22.6
H2824,292.08,112.43,134.82,180.55,85.21,104.19,59.33,56.55,123.44,235.66
H2825,172.1,14.11,82.27,291.87,60.32,62.17,297.98,273.2,129.6,290.43
H2826,163.83,230.39,293.86,247.37,130.22,123.65,284.98,36.62,107.16,272.26
H2827,255.99,41.75,169.1,221.03,263.33,292.65,227.11,39.81,224.35,134.36
H2828,29.79,141.93,177.06,108.98,267.22,130.99,223.09,200.57,280.63,148.15
H2829,28.73,12.28,85.84,292.11,132.1,77.28,125.28,286.05,54.37,268.51
H2830,274.96,64.64,36.85,298.62,235.73,249.59,279.71,91.54,160.1,228.62
H2831,171.58,188.18,170.94,103.46,126.99,180.96,279.0,258.86,199.53,160.12
H2832,292.69,145.49,129.9,170.23,199.33,267.86,170.43,152.28,254.9,77.82
H2833,61.28,271.08,21.8,56.43,112.17,251.24,165.96,94.29,170.35,10.0
H2834,208.69,164.03,17.1,181.43,145.17,121.89,200.79,158.28,235.16,169.2
H2835,259.96,169.31,80.61,85.05,139.97,265.25,131.99,203.52,235.1,49.22
H2836,184.13,232.9,299.08,250.56,173.47,78.74,197.1,228.48,126.13,84.61
H2837,94.7,226.29,64.18,276.89,246.39,224.56,51.13,57.8,182.22,188.74
H2838,192.3,216.29,194.94,155.78,88.9,185.52,188.73,32.08,31.97,117.78
H2839,256.86,111.11,88.58,242.81,75.95,156.98,217.34,108.92,57.53,13.8
H2840,25.04,192.73,254.62,259.27,51.22,295.85,164.52,211.14,87.57,197.4
H2841,117.03,234.27,265.08,10.95,88.63,240.25,177.33,27.23,17.81,37.29
H2842,166.34,158.29,63.29,130.04,242.98,255.64,162.77,81.49,160.05,115.82
H2843,237.46,234.87,203.56,67.07,264.34,169.98,236.84,292.51,241.03,252.88
H2844,131.1,68.28,61.16,94.55,272.53,24.07,90.66,220.01,64.4,107.58
H2845,221.07,62.83,184.82,156.31,167.46,218.48,62.51,185.63,227.62,207.17
H2846,155.0,95.86,136.71,222.61,293.25,60.58,229.71,113.86,227.28,264.12
H2847,112.03,295.35,30.98,286.98,237.56,267.51,13.4,171.27,288.16,225.95
H2848,179.24,42.3,165.97,89.56,206.31,41.17,255.73,57.38,144.11,193.05
H2849,83.43,52.79,232.46,66.15,289.38,143.73,80.77,201.88,292.89,208.82
H2850,274.0,60.07,33.28,193.94,125.78,212.04,12.75,262.13,200.37,91.91
H2851,111.12,71.48,225.29,216.39,160.85,260.04,244.36,242.42,132.76,224.9
H2852,176.14,251.85,52.08,37.93,130.22,110.24,119.75,160.0,239.15,215.84
H2853,92.18,284.89,155.26,28.19,280.53,103.56,109.45,125.47,195.45,90.97
H2854,289.71,56.62,144.48,58.68,34.56,112.72,128.72,283.49,182.18,137.52
H2855,223.08,202.9,238.9,23.76,263.18,180.16,255.07,115.78,157.93,134.79
H2856,262.17,79.24,184.16,33.32,179.35,63.18,213.72,151.44,15.15,89.88
H2857,185.18,68.37,100.79,172.52,129.61,57.71,96.6,50.98,240.62,145.26
H2858,72.89,214.45,259.55,43.27,73.67,133.34,132.63,278.26,273.55,140.3
H2859,93.63,218.87,197.68,187.96,252.26,106.19,227.0,152.92,111.16,171.13
H2860,142.56,46.71,83.32,269.84,126.35,132.3,151.18,203.5,202.09,45.03
H2861,289.6,205.26,109.2,227.68,160.84,79.86,69.61,121.55,22.21,239.53
H2862,71.32,47.51,137.63,259.06,295.43,275.31,98.42,88.67,199.22,76.26
H2863,176.47,90.99,49.92,68.83,185.09,152.86,40.06,97.79,236.64,41.48
H2864,232.56,103.49,178.49,99.5,95.87,266.92,93.26,45.59,132.17,125.44
H2865,78.28,108.67,114.49,85.32,30.67,174.76,78.56,99.96,43.64,274.6
H2866,216.76,135.23,233.01,40.25,256.91,278.43,145.48,150.2,130.4,177.97
H2867,129.12,215.89,96.02,37.72,68.57,254.83,40.98,91.87,74.66,185.41
H2868,244.58,151.0,293.43,151.21,127.29,205.01,140.61,98.8,131.09,18.78
H2869,95.28,31.33,233.82,296.95,88.5,165.92,109.43,212.9,19.14,200.35
H2870,290.07,69.0,36.21,214.53,108.31,47.07,262.78,102.54,200.88,296.09
H2871,294.74,21.21,137.47,141.15,84.05,34.02,206.98,13.26,114.63,182.99
H2872,245.32,236.37,190.48,12.9,178.7,131.23,45.94,142.39,148.32,11.5
H2873,136.94,121.71,81.0,29.02,127.99,108.04,225.41,18.26,187.72,275.16
H2874,164.4,204.45,89.34,192.66,137.7,239.59,182.03,276.43,96.53,160.8
H2875,299.42,70.02,25.75,241.63,285.75,250.87,50.26,49.69,220.45,81.07
H2876,40.45,191.85,185.92,156.71,181.68,36.25,167.18,160.83,172.4,66.49
H2877,245.65,164.96,33.42,195.05,199.41,228.71,124.95,123.13,141.82,249.65
H2878,188.94,235.16,55.85,208.75,44.34,114.91,245.54,224.52,116.03,180.74
H2879,281.87,274.33,192.47,46.85,244.77,76.28,267.3,249.49,13.7,214.99
